Age,Plat,Plon
432,-13.95,-149.47
432,-16.64,-146.35
432,-13.52,-149.5
432,-13.62,-149.29
432,-17.93,-144.17
432,-18.54,-143.26
432,-13.49,-149.07
432,-14.19,-145.81
432,-15.06,-141.9
432,-18.66,-132.44
432,-16.63,-96.31
432,-33.41,-28.06
432,23.95,-19.87
432,22.74,-17.78
432,22.74,-17.78
432,22.74,-17.78
432,22.74,-17.78
432,22.43,-18.09
432,-10.86,-104.93
432,-10.82,-104.92
432,-10.8,-104.93
432,-10.6,-104.65
432,-10.58,-104.92
432,-10.33,-104.66
432,-9.18,-103.55
432,-8.76,-102.95
432,-0.75,-138.57
432,-10.04,-109.75
432,11.78,-44.54
432,15.63,-34.73
432,13.52,-23.19
432,9.85,-43.71
432,9.19,-43.1
432,9.2,-42.51
432,6.28,-52.69
432,7.29,-95.84
432,7.96,-95.98
432,11.01,-30
432,11.29,-33.38
432,9.06,-97.02
432,9.49,-99.17
432,6.64,-25.27
432,9.77,-100.85
432,3.34,-27.82
432,3.52,-30.25
432,2.62,-31.84
432,13.57,-123.76
432,13.57,-123.48
434.2,7.71,43.43
434.2,7.94,43.27
434.2,7.97,43.27
434.2,-8.9,-142.73
434.2,-9.28,-142.19
434.2,-8.98,-142.53
434.2,-9.6,-141.33
434.2,-4.08,-142.23
434.2,-1.25,-140.93
434.2,6.07,-116.88
434.2,6.38,-118.11
436,8.78,43.08
436,6.29,42.47
436,6.88,42.08
436,-13.84,-155.72
436,-13.43,-155.76
436,-19.54,-136.55
436,-19.09,-135.03
436,-18.78,-135.28
436,-4.39,-152.25
436,-12.56,-143.71
436,-3.8,-152.31
436,-4.36,-151.78
436,22.85,-21.85
436,-3.51,-151.78
436,-1.73,-150.98
436,-9.16,-143.78
436,-1.48,-150.67
436,-5.5,-144.56
436,-14.07,-105.75
436,-13.89,-105.69
436,8.79,-44.61
436,5.91,-94.96
436,10.38,-131.13
436,17.56,-113.2
436,6.2,-125.49
437.1,-2.54,-151.94
437.1,-2.46,-149.98
437.1,-13.79,-110.51
437.1,13.2,-126.32
439.3,-20.2,-137.54
439.3,-4.11,-140.72
439.7,3.09,46.29
439.7,5.7,45.9
439.7,5.16,45.37
439.7,3.63,45.2
439.7,4.54,45.01
439.7,-19.83,-157.49
439.7,-20.29,-137.96
441.4,-17.06,-104.39
442,-17.55,-104.38
442.3,-16.04,-154.83
442.3,-15.91,-154.95
442.3,-15.86,-154.89
442.3,-14.94,-155.65
442.3,-17.85,-104.48
442.3,0.69,-143.65
442.3,7.77,-138
442.3,5.35,-130.97
444.5,-19.29,-143.43
444.5,-18.61,-144.48
444.5,-27.07,-124.38
444.5,-19.43,-104.08
444.5,-18.79,-112.68
444.5,-18.14,-110.08
444.5,-17.98,-110
444.5,3.75,-57.64
444.5,-6.74,-92.42
444.5,-7.48,-93.35
444.5,34.35,-136.54
444.5,5.93,-131.95
444.6,-20.16,-105.97
445.6,-27.99,-122.05
445.6,-22.18,-108.12
445.6,-10.73,-91.02
445.6,-10.58,-91.1
445.6,-8.32,-92.2
445.6,2.17,-35.54
446.1,-64.46,19.21
446.1,-74.84,-23.44
446.1,-15.28,-158.47
446.1,29.03,-38.64
446.1,-18.76,-145.45
446.1,-22.04,-107.71
446.1,5.34,-31.3
446.1,2.84,-47.92
446.1,5.65,-39.14
446.1,3.04,-57.45
446.1,1,-58.46
446.1,-6.53,-91.84
446.1,1.12,-53.25
446.1,-5.52,-95.06
446.1,-5.1,-36.9
446.1,-5.64,-38.75
446.6,6.32,37.68
446.6,6.32,37.53
446.6,6.19,37.39
446.6,6.42,37.08
446.6,6.15,37.05
446.6,-6.42,41.49
446.6,-6.63,41.49
446.6,-18.11,-166.08
446.6,-21.61,-104.69
446.6,18.4,-156.38
446.6,5.07,-129.64
447.5,-67.69,-11.03
447.6,-17.87,-167.2
448.5,20.76,-30.24
448.5,-1.73,-36.9
449,-18.23,-168.59
449.1,-6.97,175.7
449.1,-0.98,10.52
449.1,-18.09,-169.44
449.1,-17.71,-169.23
449.1,-7.68,8.47
449.1,-7.51,8.36
449.1,-3.63,7.18
449.1,-8.41,7.11
449.1,-8.38,6.86
449.1,-8.43,6.81
449.1,-8.43,6.77
449.1,-8.48,6.05
449.1,-17.13,-161.89
449.1,-0.71,-167.34
449.1,4.11,-38.9
449.1,-0.17,-149.69
449.1,1.66,-149.56
450,-22.44,-111.63
450,-22.36,-111.43
450,-14.18,-89.64
450,-14.32,-90.22
451,-20.71,-110.53
451.4,-11.97,-179.23
451.4,-17.9,-156.2
451.4,14.24,-168.05
451.4,-24.4,-109.19
451.5,-16.61,-155.24
452,-25.71,-112.02
453.5,-27,-111.65
453.5,-28.79,-103.5
453.5,-15.59,-90.19
453.5,4.91,-135.17
455.6,-19.32,-171.05
455.6,-19.67,-170.6
455.6,-19.72,-170.36
455.6,-20.06,-169.49
455.6,-16.48,-161.24
455.6,-16.31,-161.41
455.6,-16,-161.71
455.6,-16.98,-160.37
455.6,-20.18,-149.04
455.7,-18.62,-176.34
455.7,-18.38,-175.76
455.7,-6.66,5.03
455.7,-6.19,5.1
455.7,-17.47,-175.15
455.7,-6.35,5.52
455.7,-18.75,-173.22
455.7,-18.77,-172.91
455.7,-17.89,-173.04
455.7,-19.23,-171.85
455.7,-18.97,-171.97
455.7,-14.66,-175.07
455.7,-31.46,-103.07
456.7,-19.08,-171.91
461.7,-18.04,-172.93
461.7,-2.22,-47.92
462.9,-16.69,14.76
462.9,-16.89,15.29
462.9,-24.03,-2.64
462.9,-24.61,-2.92
462.9,-24.41,-3.49
462.9,-20.15,-150.78
462.9,-5.87,-34.72
462.9,12.07,-135.96
462.9,12.07,-135.96
463.5,-18.41,-147.49
464,-17.33,14.88
465.7,7.24,47.01
465.7,-19.36,-149.58
466.5,-24.64,129.36
466.5,-24.96,129.63
466.5,-25.31,129.92
466.9,-19.09,-149.24
466.9,-18.81,-148.99
466.9,-18.78,-148.8
468.2,-18.2,-170.6
468.2,-17.68,-162.21
468.2,-17.18,-161.71
468.2,-17.14,-161.74
468.2,-16.97,-161.49
468.2,-16.59,-161.53
468.2,-16.44,-161.56
468.2,-16.44,-161.25
468.2,-17.03,-153.14
468.2,-17.31,-152.71
468.5,-27.56,-9.72
468.5,-12.81,-57.23
468.7,-10.29,2
468.7,18.26,-165.1
468.7,-44.45,-92.57
469,-17.27,-161.97
469,-17.1,-161.78
469,-17.13,-161.75
471.5,-17.07,7.87
472.5,-17.42,-162.59
472.5,-20.6,-151.78
472.5,-17.71,-153.32
472.5,-17.54,-153.5
472.5,-17.33,-153.61
472.5,-19.17,-148.69
473.9,-15.57,17.89
473.9,-17.97,19.94
473.9,-8.01,173.87
473.9,-7.92,174.47
473.9,-0.98,173.02
473.9,-7.4,178.26
473.9,-6.06,178.15
473.9,-6.03,178.17
473.9,-20.51,6.67
473.9,-8.99,-176.42
473.9,10.84,-138.56
478.9,-25.05,121.66
478.9,2.77,23.77
478.9,-16.66,16.43
478.9,-15.59,14.52
478.9,-15.87,10.84
478.9,-12.45,7.5
478.9,-16.46,10.3
478.9,-16.46,10.3
478.9,-16.8,10.6
478.9,-16.84,10.6
478.9,0.07,172.54
478.9,-20.06,-151.35
478.9,13.12,-169.64
478.9,13.39,-169.46
478.9,8.97,-134.86
481.6,-20.57,-5.21
481.6,-20.29,-5.69
481.6,-9.85,-179.62
481.6,-17.56,-169.38
481.6,-21.91,-156.32
481.6,-20.47,-152.81
481.6,13.39,-171.08
481.6,-14.31,-69.83
481.6,-13.54,-70.93
481.6,-17.58,-68.06
481.6,-16.48,-69.63
481.6,18.72,-160.09
481.6,18.44,-159.6
481.6,16.43,-156.61
481.6,11.52,-146.37
481.6,7.83,-144.78
481.6,7.82,-144.53
481.6,8.68,-140.5
481.6,7.93,-136.03
482.7,-16.75,-179.3
482.7,-17.81,-177.66
482.7,-17.97,-176.78
482.7,-21.14,-155.8
484.4,-30.02,105.37
484.4,-18.6,-173.01
488.9,-18.25,-37.65
488.9,-16.79,-34.97
490.4,-19.55,179.51
491,3.11,166.6
491,11.21,177.43
491,12.11,178.15
491,11.82,178.15
492.5,-24.3,-170.47
493,-18.27,171.87
495.5,-18.52,169.2
495.5,-18.48,169.49
495.5,5.02,168.83
495.5,5.93,170.15
496,9.29,159.13
496.5,-17.19,164.12
498.5,-16.2,161.72
498.8,-12.52,-54.67
498.8,-13.02,-50.03
499,0.61,8.72
499,-16.66,161.33
499,-10.31,161.25
499,-12.43,-55.64
499,4.68,165.2
499,-26.83,-177.25
499,9.74,173.28
499,9.86,173.37
499,-20.92,-109.41
501,4.69,-5.62
501,-15.28,-54.68
501,-14.8,-54.28
501,13.4,-175.4
502,-7.01,-61.12
502,-16.15,-117.65
503.5,-5.34,-60.63
503.5,-27.57,175.65
507.5,-13.88,-59.45
507.5,-12.86,-99.57
507.5,-14.28,-121.04
509,-13.9,-120.41
509,-13.9,-120.41
509,-14.64,-114.08
509,-14.64,-114.08
511.5,2.37,5.52
511.5,-3.99,-36.63
511.5,-4.6,-39.68
511.5,-44,-48.9
511.5,-69.6,-115.38
511.5,-13.68,-98.53
512,-28.62,167.03
512,9.02,161.65
512,-28.36,167.03
513,-3.75,-37.44
513,-17,144.4
513,-7.04,-169.71
513.5,3.59,8.78
513.5,3.81,8.86
513.5,8.87,-9.99
513.5,-75.75,-146.69
513.5,-5.97,-36.28
513.5,-6.93,-36.16
514.5,1.16,12.3
514.5,3.99,10.62
514.5,3.65,8.77
514.5,-4.28,-30.1
514.5,-4.82,-30.7
514.5,-6.16,-35.24
514.5,-6.92,-35.12
514.5,-7.72,-34.67
514.5,-15.49,-54.97
514.5,-59.53,-76.17
514.5,-59.46,-76.16
514.5,-20.91,147.43
514.5,-67.92,-83.15
514.5,-15.21,-97.03
514.5,11.22,166.78
514.5,11.02,171.38
514.5,-18.12,-114.31
514.5,9.76,172.7
514.5,10.67,173.9
515.5,-75.02,-133.22
515.5,-58.41,-73.78
517,-73.94,-123.73
517,-6.25,-30.97
517,-6.02,-31.23
517,-5.69,-95.99
517,-5.58,-96.79
517,-19.14,-110.6
517.8,-67.13,-95.21
518.5,5.6,17.57
518.5,5.81,16.73
518.5,-6.05,-28.72
518.5,-66.58,-97.41
518.5,-66.22,-77.13
518.5,-55.19,-83.01
518.5,-17.28,-95.05
518.5,-14.49,-117.8
518.5,-16.05,-104.82
518.5,-17.46,-106.66
518.5,-17.93,-114.18
518.5,-22.75,-107.78
518.5,-27.79,-100.32
518.5,-24.96,-107.38
518.5,-25.53,-107.14
518.5,-27.75,-108.03
518.5,-28.02,-108.43
520,-71.93,-107.23
520.5,-22.6,-107.84
522,-29.54,-97.48
523,-7.92,-90.98
523,-15.36,-113.43
523,-15.57,-112.82
523,-17.19,-100.58
523,-16.78,-111.82
523,-17.67,-99.98
523,-18.95,-109.25
523,-19.03,-109.41
523,-19.08,-109.61
523,-19.16,-109.79
523,-18.91,-103.01
523,-26.11,-102.78
523,-27.11,-103.14
523,-25.9,-112.26
523,-26.69,-110.86
523,-26.39,-112.37
524,-16.52,-96.81
524,-17.07,-96.48
524,-17.42,-96.89
524,-17.72,-97.05
524,-17.97,-97.3
524,-18.55,-96.91
524,-29.69,-95.41
524,-28.83,-102.86
535,-56.12,-53.65
